2548 , 500 
2547 , 700 
2551 , 900 
2546 , 1100 
2537 , 1300 
2531 , 1500 
2547 , 1700 
2544 , 1900 
2540 , 2100 
2546 , 2301 
2538 , 2501 
2532 , 2701 
2542 , 2901 
2535 , 3101 
2530 , 3301 
2534 , 3501 
2535 , 3701 
2532 , 3901 
2528 , 4101 
2529 , 4301 
2521 , 4501 
2532 , 4701 
2523 , 4901 
2520 , 5101 
2517 , 5301 
2517 , 5502 
2524 , 5702 
2520 , 5902 
2519 , 6102 
2510 , 6302 
2506 , 6502 
2509 , 6702 
2508 , 6902 
2504 , 7102 
2508 , 7302 
2505 , 7502 
2507 , 7702 
2505 , 7902 
2502 , 8102 
2500 , 8302 
2498 , 8503 
2500 , 8703 
2492 , 8903 
2483 , 9103 
2492 , 9303 
2485 , 9503 
2482 , 9703 
2482 , 9903 
2487 , 10103 
2482 , 10303 
2484 , 10503 
2484 , 10703 
2476 , 10903 
2482 , 11103 
2476 , 11304 
2475 , 11504 
2468 , 11704 
2474 , 11904 
2473 , 12104 
2477 , 12304 
2462 , 12504 
2458 , 12704 
2473 , 12904 
2460 , 13104 
2466 , 13304 
2461 , 13504 
2459 , 13704 
2459 , 13904 
2466 , 14104 
2462 , 14305 
2460 , 14505 
2459 , 14705 
2453 , 14905 
2451 , 15105 
2455 , 15305 
2453 , 15505 
2452 , 15705 
2451 , 15905 
2453 , 16105 
2443 , 16305 
2446 , 16505 
2440 , 16705 
2439 , 16905 
2441 , 17106 
2442 , 17306 
2444 , 17506 
2435 , 17706 
2436 , 17906 
2435 , 18106 
2416 , 18306 
2429 , 18506 
2430 , 18706 
2432 , 18906 
2429 , 19106 
2419 , 19306 
2433 , 19506 
2417 , 19706 
2420 , 19906 
2418 , 20107 
2415 , 20307 
2416 , 20507 
2417 , 20707 
2416 , 20907 
2409 , 21107 
2409 , 21307 
2404 , 21507 
2404 , 21707 
2388 , 21907 
2405 , 22107 
2387 , 22307 
2395 , 22507 
2388 , 22707 
2377 , 22908 
2386 , 23108 
2370 , 23308 
2370 , 23508 
2378 , 23708 
2371 , 23908 
2375 , 24108 
2366 , 24308 
2364 , 24508 
2367 , 24708 
2356 , 24908 
2359 , 25108 
2347 , 25308 
2356 , 25508 
2346 , 25708 
2347 , 25909 
2350 , 26109 
2344 , 26309 
2347 , 26509 
2338 , 26709 
2341 , 26909 
2334 , 27109 
2331 , 27309 
2332 , 27509 
2324 , 27709 
2343 , 27909 
2327 , 28109 
2324 , 28309 
2328 , 28509 
2320 , 28710 
2321 , 28910 
2299 , 29110 
2314 , 29310 
2311 , 29510 
2317 , 29710 
2314 , 29910 
2311 , 30110 
2309 , 30310 
2311 , 30510 
2304 , 30710 
2307 , 30910 
2304 , 31110 
2302 , 31310 
2306 , 31510 
2300 , 31711 
2297 , 31911 
2292 , 32111 
2292 , 32311 
2292 , 32511 
2283 , 32711 
2286 , 32911 
2283 , 33111 
2283 , 33311 
2281 , 33511 
2277 , 33711 
2270 , 33911 
2268 , 34111 
2272 , 34311 
2263 , 34512 
2264 , 34712 
2264 , 34912 
2251 , 35112 
2255 , 35312 
2251 , 35512 
2259 , 35712 
2243 , 35912 
2250 , 36112 
2248 , 36312 
2245 , 36512 
2236 , 36712 
2236 , 36912 
2233 , 37112 
2231 , 37313 
2230 , 37513 
2233 , 37713 
2234 , 37913 
2226 , 38113 
2222 , 38313 
2225 , 38513 
2219 , 38713 
2213 , 38913 
2214 , 39113 
2202 , 39313 
2202 , 39513 
2211 , 39713 
2212 , 39913 
2210 , 40113 
2192 , 40314 
2207 , 40514 
2205 , 40714 
2199 , 40914 
2201 , 41114 
2196 , 41314 
2199 , 41514 
2202 , 41714 
2193 , 41914 
2192 , 42114 
2189 , 42314 
2191 , 42514 
2190 , 42714 
2178 , 42914 
2178 , 43115 
2178 , 43315 
2175 , 43515 
2175 , 43715 
2174 , 43915 
2177 , 44115 
2170 , 44315 
2165 , 44515 
2164 , 44715 
2158 , 44915 
2160 , 45115 
2153 , 45315 
2159 , 45515 
2149 , 45715 
2149 , 45915 
2138 , 46116 
2127 , 46316 
2140 , 46516 
2123 , 46716 
2126 , 46916 
2127 , 47116 
2124 , 47316 
2139 , 47516 
2105 , 47716 
2115 , 47916 
2111 , 48116 
2108 , 48316 
2103 , 48516 
2102 , 48716 
2108 , 48917 
2102 , 49117 
2099 , 49317 
2095 , 49517 
2089 , 49717 
2096 , 49917 
2092 , 50117 
2082 , 50317 
2091 , 50517 
2088 , 50717 
2080 , 50917 
2085 , 51117 
2082 , 51317 
2079 , 51517 
2072 , 51717 
2069 , 51918 
2069 , 52118 
2072 , 52318 
2070 , 52518 
2068 , 52718 
2066 , 52918 
2059 , 53118 
2067 , 53318 
2060 , 53518 
2062 , 53718 
2056 , 53918 
2057 , 54118 
2052 , 54318 
2052 , 54518 
2049 , 54719 
2048 , 54919 
2043 , 55119 
2054 , 55319 
2035 , 55519 
2035 , 55719 
2037 , 55919 
2031 , 56119 
2036 , 56319 
2040 , 56519 
2020 , 56719 
2034 , 56919 
2025 , 57119 
2030 , 57319 
2016 , 57519 
2021 , 57720 
2008 , 57920 
2013 , 58120 
2007 , 58320 
2007 , 58520 
2011 , 58720 
1992 , 58920 
1998 , 59120 
2011 , 59320 
2002 , 59520 
1998 , 59720 
1998 , 59920 
2004 , 60120 
2002 , 60320 
2007 , 60521 
2000 , 60721 
2004 , 60921 
1996 , 61121 
2001 , 61321 
2004 , 61521 
2006 , 61721 
2003 , 61921 
2003 , 62121 
1999 , 62321 
1997 , 62521 
1998 , 62721 
2001 , 62921 
2006 , 63121 
2006 , 63322 
1991 , 63522 
2003 , 63722 
2001 , 63922 
2007 , 64122 
2002 , 64322 
1997 , 64522 
1995 , 64722 
1998 , 64922 
2001 , 65122 
1998 , 65322 
2000 , 65522 
1997 , 65722 
2000 , 65922 
2003 , 66122 
2005 , 66323 
1996 , 66523 
2005 , 66723 
2010 , 66923 
2008 , 67123 
2001 , 67323 
2003 , 67523 
2004 , 67723 
2003 , 67923 
1999 , 68123 
2003 , 68323 
2010 , 68523 
1999 , 68723 
2007 , 68923 
2009 , 69124 
2000 , 69324 
2001 , 69524 
2008 , 69724 
2002 , 69924 
2009 , 70124 
1999 , 70324 
2004 , 70524 
2006 , 70724 
1996 , 70924 
2007 , 71124 
2002 , 71324 
